Period End,Total,Quantity,Item ID,Item Name,cost_per_unit,series_label
2025-01-31,483.6,12,7335839,Spread Mayonnaise Chipotle SS,40.300000000000004,Spread Mayonnaise Chipotle SS
2025-02-28,1934.4,48,7335839,Spread Mayonnaise Chipotle SS,40.300000000000004,Spread Mayonnaise Chipotle SS
2025-03-31,1370.2,34,7335839,Spread Mayonnaise Chipotle SS,40.300000000000004,Spread Mayonnaise Chipotle SS
2025-04-30,1692.6,42,7335839,Spread Mayonnaise Chipotle SS,40.3,Spread Mayonnaise Chipotle SS
2025-05-31,1289.6,32,7335839,Spread Mayonnaise Chipotle SS,40.3,Spread Mayonnaise Chipotle SS
2025-06-30,322.4,8,7335839,Spread Mayonnaise Chipotle SS,40.3,Spread Mayonnaise Chipotle SS
2025-07-31,241.8,6,7335839,Spread Mayonnaise Chipotle SS,40.300000000000004,Spread Mayonnaise Chipotle SS
2025-08-31,644.8,16,7335839,Spread Mayonnaise Chipotle SS,40.3,Spread Mayonnaise Chipotle SS
2025-09-30,1329.9,33,7335839,Spread Mayonnaise Chipotle SS,40.300000000000004,Spread Mayonnaise Chipotle SS
2025-10-31,1612,40,7335839,Spread Mayonnaise Chipotle SS,40.3,Spread Mayonnaise Chipotle SS
2024-01-31,303.27,8,9332313,Veg Bean Black Fcy CND,37.90875,Veg Bean Black Fcy CND
2024-02-29,1236.71,28,9332313,Veg Bean Black Fcy CND,44.168214285714285,Veg Bean Black Fcy CND
2024-03-31,1114.28,29,9332313,Veg Bean Black Fcy CND,38.42344827586207,Veg Bean Black Fcy CND
2024-04-30,1183.93,31,9332313,Veg Bean Black Fcy CND,38.19129032258065,Veg Bean Black Fcy CND
2024-05-31,337.76,9,9332313,Veg Bean Black Fcy CND,37.528888888888886,Veg Bean Black Fcy CND
2024-06-30,337.76,9,9332313,Veg Bean Black Fcy CND,37.528888888888886,Veg Bean Black Fcy CND
2024-07-31,322.99,8.5,9332313,Veg Bean Black Fcy CND,37.998823529411766,Veg Bean Black Fcy CND
2024-08-31,494.92,13,9332313,Veg Bean Black Fcy CND,38.07076923076923,Veg Bean Black Fcy CND
2024-09-30,1401.88,36,9332313,Veg Bean Black Fcy CND,38.94111111111111,Veg Bean Black Fcy CND
2024-10-31,1652.14,42.8333,9332313,Veg Bean Black Fcy CND,38.57139188435166,Veg Bean Black Fcy CND
2024-11-30,1280.22,33,9332313,Veg Bean Black Fcy CND,38.79454545454546,Veg Bean Black Fcy CND
2024-12-31,623.37,16,9332313,Veg Bean Black Fcy CND,38.960625,Veg Bean Black Fcy CND
2025-01-31,311.76,8,9332313,Veg Bean Black Fcy CND,38.97,Veg Bean Black Fcy CND
2025-02-28,1240.66,32,9332313,Veg Bean Black Fcy CND,38.770625,Veg Bean Black Fcy CND
2025-03-31,1200.96,31,9332313,Veg Bean Black Fcy CND,38.740645161290324,Veg Bean Black Fcy CND
2025-04-30,1083.1,28,9332313,Veg Bean Black Fcy CND,38.68214285714286,Veg Bean Black Fcy CND
2025-05-31,812.48,21,9332313,Veg Bean Black Fcy CND,38.68952380952381,Veg Bean Black Fcy CND
2025-06-30,154.76,4,9332313,Veg Bean Black Fcy CND,38.69,Veg Bean Black Fcy CND
2025-07-31,386.9,10,9332313,Veg Bean Black Fcy CND,38.69,Veg Bean Black Fcy CND
2025-08-31,542.78,14,9332313,Veg Bean Black Fcy CND,38.769999999999996,Veg Bean Black Fcy CND
2025-09-30,1163.1,30,9332313,Veg Bean Black Fcy CND,38.769999999999996,Veg Bean Black Fcy CND
2025-10-31,1143.5,29,9332313,Veg Bean Black Fcy CND,39.43103448275862,Veg Bean Black Fcy CND
