item_id,item_name,display_name,month_number,month,meal_swipes,quantity,quantity_unit,quantity_month_adjustment,spending,spending_unit,item_peak_quantity,quantity_normalized_to_item_peak
0052332,Rice Sushi,Rice Sushi,6,Jun,0.0,4.0,cases,calendar-month purchase total divided by 2,165.35999999999999,dollars,39.0,0.10256410256410256
0052332,Rice Sushi,Rice Sushi,7,Jul,0.0,3.5,cases,calendar-month purchase total divided by 2,142.235,dollars,39.0,0.08974358974358974
0052332,Rice Sushi,Rice Sushi,8,Aug,51797.0,17.0,cases,calendar-month purchase total divided by 2,687.5799999999999,dollars,39.0,0.4358974358974359
0052332,Rice Sushi,Rice Sushi,9,Sep,376862.0,33.5,cases,calendar-month purchase total divided by 2,1329.0700000000002,dollars,39.0,0.8589743589743589
0052332,Rice Sushi,Rice Sushi,10,Oct,430403.0,39.0,cases,calendar-month purchase total divided by 2,1522.255,dollars,39.0,1.0
0052332,Rice Sushi,Rice Sushi,11,Nov,229883.0,15.5,cases,calendar-month purchase total divided by 2,605.895,dollars,39.0,0.3974358974358974
0052332,Rice Sushi,Rice Sushi,12,Dec,231310.0,10.0,cases,calendar-month purchase total divided by 2,390.9,dollars,39.0,0.2564102564102564
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,1,Jan,70283.0,9.5,cases,calendar-month purchase total divided by 2,527.9649999999999,dollars,45.5,0.2087912087912088
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,2,Feb,277428.0,34.0,cases,calendar-month purchase total divided by 2,1887.935,dollars,45.5,0.7472527472527473
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,3,Mar,140430.0,31.0,cases,calendar-month purchase total divided by 2,1721.67,dollars,45.5,0.6813186813186813
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,4,Apr,258945.0,32.5,cases,calendar-month purchase total divided by 2,1804.76,dollars,45.5,0.7142857142857143
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,5,May,154523.0,18.5,cases,calendar-month purchase total divided by 2,1027.45,dollars,45.5,0.4065934065934066
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,6,Jun,0.0,17.0,cases,calendar-month purchase total divided by 2,944.02,dollars,45.5,0.37362637362637363
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,7,Jul,0.0,11.5,cases,calendar-month purchase total divided by 2,639.55,dollars,45.5,0.25274725274725274
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,8,Aug,51797.0,13.5,cases,calendar-month purchase total divided by 2,735.3599999999999,dollars,45.5,0.2967032967032967
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,9,Sep,376862.0,45.5,cases,calendar-month purchase total divided by 2,2496.87,dollars,45.5,1.0
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,10,Oct,430403.0,37.666664999999995,cases,calendar-month purchase total divided by 2,2130.79,dollars,45.5,0.8278387912087911
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,11,Nov,229883.0,16.25,cases,calendar-month purchase total divided by 2,903.825,dollars,45.5,0.35714285714285715
9008475,Sauce Spaghetti Tomato CND SS,Sauce Spaghetti Tomato CND SS,12,Dec,231310.0,9.0,cases,calendar-month purchase total divided by 2,500.58,dollars,45.5,0.1978021978021978
